specification,term,estimate,se_cluster,p_cluster,ci95_lo,ci95_hi,N,G,weight,cluster,estimator,dropped_economy
ROBUSTNESS_LOO_2024,dig_x_lowcov,-0.015554781336709988,0.006079153374440852,0.01050618005505692,-0.027469921950614058,-0.003639640722805919,96847,92,w_equal,economy,WLS LPM,LBR
ROBUSTNESS_LOO_2024,dig_x_lowcov,-0.01611021073178719,0.005984984442169669,0.007107361573798056,-0.027840780238439743,-0.0043796412251346385,96847,92,w_equal,economy,WLS LPM,LKA
ROBUSTNESS_LOO_2024,dig_x_lowcov,-0.015804033286407206,0.0059758622201665544,0.0081776695810772,-0.027516723237933652,-0.004091343334880759,96839,92,w_equal,economy,WLS LPM,MAR
ROBUSTNESS_LOO_2024,dig_x_lowcov,-0.0157720115775629,0.006018358792641701,0.008776232874494666,-0.027567994811140632,-0.0039760283439851645,96852,92,w_equal,economy,WLS LPM,MDA
ROBUSTNESS_LOO_2024,dig_x_lowcov,-0.015968121258533436,0.006032939705129302,0.00812519607180821,-0.02779268308058687,-0.004143559436480003,96853,92,w_equal,economy,WLS LPM,MDG
ROBUSTNESS_LOO_2024,dig_x_lowcov,-0.01683154556537478,0.00619052857564089,0.006549565104650865,-0.028964981573630925,-0.004698109557118638,96803,92,w_equal,economy,WLS LPM,MEX
ROBUSTNESS_LOO_2024,dig_x_lowcov,-0.015741800435432607,0.006187156314252084,0.010950618764553185,-0.02786862681136669,-0.0036149740594985224,96851,92,w_equal,economy,WLS LPM,MKD
ROBUSTNESS_LOO_2024,dig_x_lowcov,-0.01652361644856734,0.006082846333870026,0.006599047000353371,-0.028445995262952592,-0.004601237634182092,96849,92,w_equal,economy,WLS LPM,MLI
ROBUSTNESS_LOO_2024,dig_x_lowcov,-0.01605337110702882,0.005990640741542799,0.00736789421836674,-0.027795026960452704,-0.004311715253604935,96848,92,w_equal,economy,WLS LPM,MNG
ROBUSTNESS_LOO_2024,dig_x_lowcov,-0.015855940958906054,0.006066310858588484,0.008954931311039279,-0.02774591024173948,-0.003965971676072625,96847,92,w_equal,economy,WLS LPM,MOZ
ROBUSTNESS_LOO_2024,dig_x_lowcov,-0.018292692294257017,0.0056201580727139756,0.0011345789996877577,-0.02930820211677641,-0.007277182471737625,96847,92,w_equal,economy,WLS LPM,MRT
ROBUSTNESS_LOO_2024,dig_x_lowcov,-0.016780139558943856,0.006186836306769955,0.00668316640982566,-0.02890633872021297,-0.004653940397674744,96851,92,w_equal,economy,WLS LPM,MUS
ROBUSTNESS_LOO_2024,dig_x_lowcov,-0.016024554716658097,0.005972992002156259,0.007300089808858191,-0.027731619040884364,-0.004317490392431829,96848,92,w_equal,economy,WLS LPM,MWI
ROBUSTNESS_LOO_2024,dig_x_lowcov,-0.016639498113115787,0.006070068712976734,0.006120830428706354,-0.028536832790550186,-0.004742163435681389,96852,92,w_equal,economy,WLS LPM,MYS
ROBUSTNESS_LOO_2024,dig_x_lowcov,-0.015945801948723644,0.006016957356838945,0.008045752906447903,-0.027739038368127977,-0.004152565529319311,96861,92,w_equal,economy,WLS LPM,NAM
ROBUSTNESS_LOO_2024,dig_x_lowcov,-0.01664550714551795,0.005998098478869898,0.00551795299243252,-0.028401780164102948,-0.0048892341269329495,96849,92,w_equal,economy,WLS LPM,NER
ROBUSTNESS_LOO_2024,dig_x_lowcov,-0.015764273985597176,0.00603143907623102,0.008957191773779826,-0.027585894575009977,-0.003942653396184376,96849,92,w_equal,economy,WLS LPM,NGA
ROBUSTNESS_LOO_2024,dig_x_lowcov,-0.016084190669686953,0.005991525761208878,0.007264056798749143,-0.027827581161656352,-0.004340800177717553,96726,92,w_equal,economy,WLS LPM,NIC
ROBUSTNESS_LOO_2024,dig_x_lowcov,-0.01578431876359335,0.006052684040447728,0.009112049253366917,-0.027647579482870895,-0.003921058044315804,96847,92,w_equal,economy,WLS LPM,NPL
ROBUSTNESS_LOO_2024,dig_x_lowcov,-0.016003575540145833,0.0060332352777576845,0.007988169428114563,-0.027828716684550895,-0.004178434395740772,96851,92,w_equal,economy,WLS LPM,PAK
ROBUSTNESS_LOO_2024,dig_x_lowcov,-0.016024113743074424,0.006082668533813163,0.008428891297235841,-0.027946144069348224,-0.004102083416800625,96844,92,w_equal,economy,WLS LPM,PAN
ROBUSTNESS_LOO_2024,dig_x_lowcov,-0.01587725076936304,0.006270070168593164,0.011334008467774066,-0.02816658829980564,-0.0035879132389204406,96851,92,w_equal,economy,WLS LPM,PER
ROBUSTNESS_LOO_2024,dig_x_lowcov,-0.015876300831836915,0.006042834622169671,0.00860670333645961,-0.02772025669128947,-0.004032344972384359,96849,92,w_equal,economy,WLS LPM,PHL
ROBUSTNESS_LOO_2024,dig_x_lowcov,-0.017049333009541107,0.0060540824286043115,0.004859975034363606,-0.028915334569605558,-0.005183331449476657,96853,92,w_equal,economy,WLS LPM,POL
ROBUSTNESS_LOO_2024,dig_x_lowcov,-0.015504015682338482,0.005998035967539283,0.00974217278210301,-0.027260166178715475,-0.003747865185961489,96851,92,w_equal,economy,WLS LPM,PRY
ROBUSTNESS_LOO_2024,dig_x_lowcov,-0.015750836839206913,0.0059887326108215766,0.008536515577587575,-0.027488752756417205,-0.004012920921996623,96851,92,w_equal,economy,WLS LPM,PSE
ROBUSTNESS_LOO_2024,dig_x_lowcov,-0.016092356874222197,0.005993405750201043,0.007252754559937834,-0.02783943214461624,-0.004345281603828152,96852,92,w_equal,economy,WLS LPM,ROU
ROBUSTNESS_LOO_2024,dig_x_lowcov,-0.01598935853024352,0.005997796443963245,0.0076788888218287,-0.02774503956041148,-0.004233677500075561,96831,92,w_equal,economy,WLS LPM,SAU
ROBUSTNESS_LOO_2024,dig_x_lowcov,-0.01681355685318971,0.00600489167221065,0.0051106293088926886,-0.028583144530722582,-0.005043969175656837,96848,92,w_equal,economy,WLS LPM,SEN
ROBUSTNESS_LOO_2024,dig_x_lowcov,-0.015968421793070387,0.006101526287298267,0.008867536051995964,-0.02792741331617499,-0.004009430269965784,96848,92,w_equal,economy,WLS LPM,SLE
ROBUSTNESS_LOO_2024,dig_x_lowcov,-0.016062058438430636,0.005991843141193288,0.007347844057904116,-0.02780607099516948,-0.004318045881691792,96852,92,w_equal,economy,WLS LPM,SLV
ROBUSTNESS_LOO_2024,dig_x_lowcov,-0.016468182107694143,0.0061606886941979406,0.007515220140377432,-0.028543131948322108,-0.00439323226706618,96857,92,w_equal,economy,WLS LPM,SRB
ROBUSTNESS_LOO_2024,dig_x_lowcov,-0.016310321807433078,0.0059789434522835696,0.006372723086154213,-0.028029050973908873,-0.004591592640957282,96811,92,w_equal,economy,WLS LPM,SWZ
ROBUSTNESS_LOO_2024,dig_x_lowcov,-0.01767604979560342,0.005836536927024033,0.0024575746000770273,-0.02911566217257052,-0.006236437418636316,96855,92,w_equal,economy,WLS LPM,TCD
ROBUSTNESS_LOO_2024,dig_x_lowcov,-0.01680334504927609,0.006003731580307808,0.005129022209189816,-0.028570658946679393,-0.0050360311518727885,96850,92,w_equal,economy,WLS LPM,TGO
ROBUSTNESS_LOO_2024,dig_x_lowcov,-0.016177925744724146,0.005987986693101021,0.006897966758563339,-0.02791437966320215,-0.004441471826246145,96860,92,w_equal,economy,WLS LPM,THA
ROBUSTNESS_LOO_2024,dig_x_lowcov,-0.015982684802436996,0.005994073798547775,0.007666512300701,-0.027731069447590635,-0.004234300157283358,96852,92,w_equal,economy,WLS LPM,TJK
ROBUSTNESS_LOO_2024,dig_x_lowcov,-0.016108419069311153,0.0059872362394673305,0.0071353607878237085,-0.02784340209866712,-0.004373436039955185,96849,92,w_equal,economy,WLS LPM,TUN
ROBUSTNESS_LOO_2024,dig_x_lowcov,-0.015841110851397368,0.006079269101858547,0.009167090747762795,-0.027756478291040117,-0.003925743411754617,96851,92,w_equal,economy,WLS LPM,TUR
ROBUSTNESS_LOO_2024,dig_x_lowcov,-0.015765366951514398,0.0060708706931732635,0.009407278654642264,-0.027664273510133994,-0.003866460392894802,96847,92,w_equal,economy,WLS LPM,TZA
ROBUSTNESS_LOO_2024,dig_x_lowcov,-0.01648079271269827,0.006050641111856825,0.006453375119875859,-0.028340049291937647,-0.004621536133458892,96849,92,w_equal,economy,WLS LPM,UGA
ROBUSTNESS_LOO_2024,dig_x_lowcov,-0.016113897994688674,0.005990659571852076,0.007148691894201052,-0.027855590755518744,-0.004372205233858605,96854,92,w_equal,economy,WLS LPM,UKR
ROBUSTNESS_LOO_2024,dig_x_lowcov,-0.0161602413692083,0.005982076098345308,0.0069039182334757945,-0.027885110521965104,-0.004435372216451499,96849,92,w_equal,economy,WLS LPM,UZB
ROBUSTNESS_LOO_2024,dig_x_lowcov,-0.01607529061174844,0.005978135693470685,0.007166341225141572,-0.02779243657095098,-0.004358144652545897,96848,92,w_equal,economy,WLS LPM,VEN
ROBUSTNESS_LOO_2024,dig_x_lowcov,-0.016622104251652565,0.005964029581269478,0.005318874098947522,-0.028311602230940744,-0.004932606272364389,96849,92,w_equal,economy,WLS LPM,VNM
ROBUSTNESS_LOO_2024,dig_x_lowcov,-0.01604053695728736,0.005981847180980647,0.00732850875663946,-0.027764957432009428,-0.004316116482565293,96851,92,w_equal,economy,WLS LPM,XKX
ROBUSTNESS_LOO_2024,dig_x_lowcov,-0.016438199722441097,0.006008242503824025,0.006220209187791997,-0.028214355029936185,-0.004662044414946009,96889,92,w_equal,economy,WLS LPM,ZAF
ROBUSTNESS_LOO_2024,dig_x_lowcov,-0.015994710585881693,0.006048833106503796,0.008186881648794268,-0.027850423474629134,-0.0041389976971342515,96849,92,w_equal,economy,WLS LPM,ZMB
ROBUSTNESS_LOO_2024,dig_x_lowcov,-0.016265572798497756,0.0059743207806392685,0.006477413418841189,-0.027975241528550722,-0.004555904068444791,96847,92,w_equal,economy,WLS LPM,ZWE
